PARCEL_PIN,SOURCE,ZONING_DISTRICT,FUTURE_LAND_USE,SUBDIVISION_NAME
0157108306030,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108306031,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108306032,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108306033,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108306034,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108306035,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108306036,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108306037,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108306038,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108306039,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108306040,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108306041,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108306042,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108306043,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108306044,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108307001,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108307002,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108307003,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108307004,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108307005,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108307006,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108307008,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108307009,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108307010,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108307011,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108307012,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108307013,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108307014,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308001,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308002,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308003,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308004,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308008,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308009,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308010,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308011,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308012,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308013,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308014,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308015,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308016,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308017,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308018,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308019,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308020,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308021,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308022,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308023,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308024,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308025,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308026,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308027,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308028,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308029,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308031,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308032,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308033,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308034,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308035,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308036,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308037,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308038,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308039,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308040,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308041,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308042,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308054,COT,POS,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308054,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308054,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308055,COT,POS,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308055,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308056,COT,POS,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308056,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION
0157108308057,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION AMD 1
0157108308058,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION AMD 1
0157108308059,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION AMD 1
0157108308060,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION AMD 1
0157108308061,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION AMD 1
0157108308062,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION AMD 1
0157108308063,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION AMD 1
0157108308064,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION AMD 1
0157108308065,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION AMD 1
0157108308066,COT,SFD,Single-Family Neighborhoods,WESTWOOD SUBDIVISION AMD 1
0157108403012,COT,POS,Single-Family Neighborhoods,TALON POINTE
0157108403013,COT,POS,Single-Family Neighborhoods,TALON POINTE
0157108403014,COT,POS,Single-Family Neighborhoods,TALON POINTE
0157108403015,COT,POS,Single-Family Neighborhoods,TALON POINTE
0157108403016,COT,POS,Single-Family Neighborhoods,TALON POINTE
0157108403017,COT,POS,Single-Family Neighborhoods,TALON POINTE
0157108403018,COT,POS,Single-Family Neighborhoods,TALON POINTE
0157108403019,COT,POS,Single-Family Neighborhoods,TALON POINTE
0157108403068,COT,POS,"Parks, Trails, and Open Space",TALON POINTE
0157108412011,COT,POS,Single-Family Neighborhoods,TALON POINTE
0157108412022,COT,POS,Single-Family Neighborhoods,TALON POINTE
0157108412060,COT,POS,Single-Family Neighborhoods,TALON POINTE
0157109002001,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109002002,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109002003,COT,RE,Estate Neighborhood,
0157109002003,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109002004,COT,RE,Estate Neighborhood,
0157109002004,COT,RE,Estate Neighborhood,
0157109002004,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109002005,COT,RE,Estate Neighborhood,
0157109002005,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109002005,COT,RE,Estate Neighborhood,TALON VIEW SUBDIVISION AMD 1
0157109002006,COT,RE,Estate Neighborhood,
0157109002006,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109002006,COT,RE,Estate Neighborhood,TALON VIEW SUBDIVISION AMD 1
0157109002007,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109002008,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109002009,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109002010,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109002011,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109002012,COT,RE,Estate Neighborhood,
0157109002012,COT,RE,Estate Neighborhood,
0157109002012,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109002012,COT,RE,Estate Neighborhood,TALON VIEW SUBDIVISION AMD 1
0157109003001,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109003002,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109003003,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109003004,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109004001,COT,RE,Estate Neighborhood,
0157109004001,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004002,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004003,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109004004,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004005,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004006,COT,RE,Estate Neighborhood,
0157109004006,COT,RE,Estate Neighborhood,
0157109004006,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004006,COT,RE,Estate Neighborhood,TALON VIEW SUBDIVISION AMD 1
0157109004007,COT,RE,Estate Neighborhood,
0157109004007,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004008,COT,RE,Estate Neighborhood,
0157109004008,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004009,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004010,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004011,COT,RE,Estate Neighborhood,HERITAGE TODD CREEK F1A8
0157109004011,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004012,COT,RE,Estate Neighborhood,
0157109004012,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004013,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004014,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004015,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004016,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 2
0157109004017,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109004018,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109004019,COT,RE,Estate Neighborhood,LAKEVIEW ESTATES FILING 1
0157109117218,COT,RE,"Parks, Trails, and Open Space",HERITAGE TODD CREEK F1A8
0157109117219,COT,RE,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A8
0157109117219,COT,RE,Single-Family Neighborhoods,LAKEVIEW ESTATES FILING 1
0157109117219,COT,RE,Single-Family Neighborhoods,LAKEVIEW ESTATES FILING 1
0157109117219,COT,RE,Single-Family Neighborhoods,LAKEVIEW ESTATES FILING 1
0157109117219,COT,RE,Single-Family Neighborhoods,LAKEVIEW ESTATES FILING 2
0157109202001,COT,CR,Commercial,
0157109202001,COT,CR,Commercial,TALON VIEW
0157109202002,COT,CR,Commercial,TALON VIEW
0157109202003,COT,CR,,TALON VIEW
0157109202003,COT,CR,Commercial,
0157109202003,COT,CR,Commercial,TALON VIEW
0157109202004,COT,CR,Single-Family Neighborhoods,TALON VIEW
0157109202018,COT,POS,Single-Family Neighborhoods,TALON VIEW
0157109202019,COT,POS,Single-Family Neighborhoods,TALON VIEW
0157109202020,COT,POS,Single-Family Neighborhoods,TALON VIEW
0157109202021,COT,POS,Single-Family Neighborhoods,TALON VIEW
0157109202022,COT,POS,Single-Family Neighborhoods,TALON VIEW
0157109202023,COT,POS,Single-Family Neighborhoods,TALON VIEW
0157109202024,COT,POS,Single-Family Neighborhoods,TALON VIEW
0157109202033,COT,POS,,TALON VIEW
0157109202033,COT,POS,"Parks, Trails, and Open Space",TALON VIEW SUBDIVISION AMD 1
0157109202033,COT,RE,"Parks, Trails, and Open Space",TALON VIEW SUBDIVISION AMD 1
0157109202038,COT,CR,Single-Family Neighborhoods,TALON VIEW SUBDIVISION AMD 1
0157109202038,COT,POS,Single-Family Neighborhoods,TALON VIEW SUBDIVISION AMD 1
0157109202038,COT,RE,Single-Family Neighborhoods,TALON VIEW SUBDIVISION AMD 1
0157109213001,COT,CR,Single-Family Neighborhoods,TALON VIEW
0157109312084,COT,RE,"Parks, Trails, and Open Space",HERITAGE TODD CREEK F1A3
0157109312086,COT,RE,Single-Family Neighborhoods,HERITAGE TODD CREEK F1A3
0157109312086,COT,RE,Single-Family Neighborhoods,TALON VIEW SUBDIVISION AMD 1
0157109312153,COT,RE,"Parks, Trails, and Open Space",HERITAGE TODD CREEK F1A10
0157109322044,COT,POS,"Parks, Trails, and Open Space",TALON VIEW SUBDIVISION AMD 1
0157109322044,COT,RE,"Parks, Trails, and Open Space",
0157109322044,COT,RE,"Parks, Trails, and Open Space",TALON VIEW SUBDIVISION AMD 1
0157109419052,COT,RE,"Parks, Trails, and Open Space",HERITAGE TODD CREEK F1A8
0157116301001,COT,CR,Mixed Residential Neighborhoods,PARTERRE ANNEXATION
0157116301001,COT,CR,Regional Mixed-Use,
0157116301001,COT,CR,Regional Mixed-Use,PARTERRE ANNEXATION
0157116301002,COT,CR,Mixed Residential Neighborhoods,
0157116301002,COT,CR,Mixed Residential Neighborhoods,PARTERRE ANNEXATION
0157116302001,COT,CR,Regional Mixed-Use,
0157116302001,COT,CR,Regional Mixed-Use,PARTERRE ANNEXATION
0157116302003,COT,CR,Mixed Residential Neighborhoods,
0157116302003,COT,CR,Mixed Residential Neighborhoods,PARTERRE ANNEXATION
0157117102001,COT,CR,Mixed Residential Neighborhoods,PARTERRE ANNEXATION
0157117201001,COT,CR,Single-Family Neighborhoods,PARTERRE ANNEXATION
0157117201002,COT,CR,Mixed Residential Neighborhoods,PARTERRE ANNEXATION
0157117201002,COT,CR,Single-Family Neighborhoods,PARTERRE ANNEXATION
0157117301001,COT,CR,Mixed Residential Neighborhoods,
0157117401001,COT,CR,Regional Mixed-Use,PARTERRE ANNEXATION
0157118100001,COT,CR,,
0157118100001,COT,CR,Mixed-Use Neighborhoods,
0157118100001,COT,CR,Mixed-Use Neighborhoods,
0157118100001,COT,CR,Mixed-Use Neighborhoods,
0157118100001,COT,CR,Mixed Residential Neighborhoods,
0157118100001,COT,MF,,
0157118100001,COT,MF,Mixed-Use Neighborhoods,
0157118100001,COT,MF,Mixed-Use Neighborhoods,
0157118100001,COT,MF,Mixed Residential Neighborhoods,
0157118100001,COT,MF,Mixed Residential Neighborhoods,
0157118100001,COT,MF,Single-Family Neighborhoods,
0157118100001,COT,SFA,Mixed Residential Neighborhoods,
0157118101001,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118101002,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118101003,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118101004,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118101005,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118101006,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118101007,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118101008,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118101009,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118101010,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118101011,COT,POS,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118101011,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118101012,COT,POS,,WILLOW BEND SUBDIVISION
0157118101012,COT,POS,"Parks, Trails, and Open Space",WILLOW BEND SUBDIVISION
0157118101012,COT,SFD,,WILLOW BEND SUBDIVISION
0157118101012,COT,SFD,"Parks, Trails, and Open Space",WILLOW BEND SUBDIVISION
0157118101013,COT,POS,"Parks, Trails, and Open Space",WILLOW BEND SUBDIVISION
0157118102001,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118102002,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118102003,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118102004,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118102005,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118102006,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118102007,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118103001,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118103002,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118103003,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118103004,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118103005,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
0157118103006,COT,SFD,Single-Family Neighborhoods,WILLOW BEND SUBDIVISION
